,Address,Beds,Bath,Size Sqft,Lot Size,Agent Name,Agent Company,Price,Walk Score,Transit Score,Bike Score
731,"200 Sherwood Ct, San Ramon, Contra Costa County, CA, 94582",5,4,"4,176",0.31 ac,Elin Matter ,Compass,"$2,788,000 USD",9,NA,12
732,"15 Leigh Ct., San Ramon, Contra Costa County, CA, 94582",4,3,"2,460",0.22 ac,Paul Zuvella ,Compass,"$1,825,000 USD",42,NA,63
733,"3482 Cinnamon Ridge Rd , San Ramon, Contra Costa County, CA, 94582",4,4.5,"2,921",NA,Joujou Chawla ,Compass,"$2,099,500 USD",12,NA,20
734,"2695 Shadow Mountain Dr, San Ramon, Contra Costa County, CA, 94583",2,2,"1,281",0.06 ac,Crystal Florida ,Compass,"$888,000 USD",77,NA,56
735,"3542 Rosincress Dr, San Ramon, Contra Costa County, CA, 94582",5,5,"3,847",0.23 ac,Peter Bareiss ,RE/MAX Accord,"$2,975,000 USD",16,NA,12
736,"5261 Pembroke Way , San Ramon, Contra Costa County, CA, 94582",6,4.5,"4,406",NA,Frazzano Tse Team ,Compass,"$2,438,000 USD",9,NA,18
737,"6104 Hedgecrest Cir, San Ramon, Contra Costa County, CA, 94582",4,3,"2,449",0.12 ac,Justin Paek ,KW Advisors,"$1,975,000 USD",33,NA,26
738,"4948 Ivyleaf Springs Rd, San Ramon, Contra Costa County, CA, 94582",3,3,"2,203",NA,Azad Aramandla ,Keller Williams Realty,"$1,190,000 USD",5,NA,28
739,"9085 Alcosta Blvd 307, San Ramon, Contra Costa County, CA, 94583",2,1,952,NA,Jane Cresswell ,Realty World Pinnacle,"$528,000 USD",55,NA,64
740,"9074 Craydon Cir, San Ramon, Contra Costa County, CA, 94583",1,1,612,0.02 ac,Gina Cefalu ,RE/MAX Accord,"$375,000 USD",18,NA,45
741,"388 Catalan Way, San Ramon, Contra Costa County, CA, 94582",3,3,"2,067",0.06 ac,Elin Matter ,Compass,"$1,418,000 USD",25,NA,17
742,"1557 Banbury Dr, San Ramon, Contra Costa County, CA, 94582",5,4,"2,661",0.1 ac,Vivian Ho ,"eXp Realty of California, Inc","$1,999,999 USD",16,NA,21
743,"110 Compton Cir D, San Ramon, Contra Costa County, CA, 94583",2,1,685,NA,Felicie Tsuruda ,Compass,"$469,000 USD",77,NA,62
744,"2572 McLaren Ln, San Ramon, Contra Costa County, CA, 94582",4,3,"1,775",0.07 ac,Jerry Kumar ,Paramount Buildings & Loans,"$1,498,888 USD",20,NA,32
745,"2520 Fountainhead Dr, San Ramon, Contra Costa County, CA, 94583",2,2,"1,102",0.02 ac,Scott Dunlop ,Christie's Int'l RE Sereno,"$665,000 USD",19,NA,9
746,"105 Landsdowne Loop, San Ramon, Contra Costa County, CA, 94582",3,3,"2,180",0.023 ac,Bouchra Chandran ,Legacy Real Estate & Assoc.,"$1,188,000 USD",25,NA,52
747,"7415 Sedgefield Ave, San Ramon, Contra Costa County, CA, 94583",4,3,"2,030",0.21 ac,Laura Lane ,Lane & Associates,"$1,549,000 USD",35,NA,63
748,"9016 Craydon Cir, San Ramon, Contra Costa County, CA, 94583",2,1,780,0.03 ac,Amir Aliloupour ,RE/MAX Accord,"$475,000 USD",35,NA,67
749,"7525 Imperata Ln, San Ramon, Contra Costa County, CA, 94582",3,3,"1,419",0.05 ac,Naresh (Nick Sabnani ,Realty ONE Group Future,"$1,199,888 USD",21,NA,26
750,"9677 Tareyton Ave , San Ramon, Contra Costa County, CA, 94583",4,2.5,"1,617",NA,Emiliana Flemate Baker ,Compass,"$1,458,888 USD",14,NA,30
751,"2876 Milo Way, San Ramon, Contra Costa County, CA, 94583",4,2,"1,795",0.2 ac,Fonia Humphries ,Dudum Real Estate Group,"$1,438,000 USD",19,NA,42
752,"1283 Canyon Side Ave , San Ramon, Contra Costa County, CA, 94582",4,3,"2,404",NA,Michelle Mertz ,Notable Real Estate,"$1,378,000 USD",10,NA,18
753,"6132 Yardley Ln, San Ramon, Contra Costa County, CA, 94582",3,3,"2,180",NA,Melia Kwee ,Re/Max Accord,"$1,175,000 USD",15,NA,15
754,"3246 Ensenada Dr, San Ramon, Contra Costa County, CA, 94583",4,3,"1,880",0.16 ac,Arnold Urbick ,Realty ONE Group Future,"$1,395,000 USD",26,NA,67
755,"200 Sherwood Ct, San Ramon, Contra Costa County, CA, 94582",5,4,"4,176",0.31 ac,Elin Matter ,Compass,"$2,788,000 USD",9,NA,12
756,"15 Leigh Ct., San Ramon, Contra Costa County, CA, 94582",4,3,"2,460",0.22 ac,Paul Zuvella ,Compass,"$1,825,000 USD",42,NA,63
757,"3482 Cinnamon Ridge Rd , San Ramon, Contra Costa County, CA, 94582",4,4.5,"2,921",NA,Joujou Chawla ,Compass,"$2,099,500 USD",12,NA,20
758,"2695 Shadow Mountain Dr, San Ramon, Contra Costa County, CA, 94583",2,2,"1,281",0.06 ac,Crystal Florida ,Compass,"$888,000 USD",77,NA,56
759,"3542 Rosincress Dr, San Ramon, Contra Costa County, CA, 94582",5,5,"3,847",0.23 ac,Peter Bareiss ,RE/MAX Accord,"$2,975,000 USD",16,NA,12
760,"5261 Pembroke Way , San Ramon, Contra Costa County, CA, 94582",6,4.5,"4,406",NA,Frazzano Tse Team ,Compass,"$2,438,000 USD",9,NA,18
761,"6104 Hedgecrest Cir, San Ramon, Contra Costa County, CA, 94582",4,3,"2,449",0.12 ac,Justin Paek ,KW Advisors,"$1,975,000 USD",33,NA,26
762,"4948 Ivyleaf Springs Rd, San Ramon, Contra Costa County, CA, 94582",3,3,"2,203",NA,Azad Aramandla ,Keller Williams Realty,"$1,190,000 USD",5,NA,28
763,"9085 Alcosta Blvd 307, San Ramon, Contra Costa County, CA, 94583",2,1,952,NA,Jane Cresswell ,Realty World Pinnacle,"$528,000 USD",55,NA,64
764,"9074 Craydon Cir, San Ramon, Contra Costa County, CA, 94583",1,1,612,0.02 ac,Gina Cefalu ,RE/MAX Accord,"$375,000 USD",18,NA,45
765,"388 Catalan Way, San Ramon, Contra Costa County, CA, 94582",3,3,"2,067",0.06 ac,Elin Matter ,Compass,"$1,418,000 USD",25,NA,17
